"Kommune";"Kommunenavn";"Aldersgruppe";"Bekræftede tilfælde i alt";"Dagsdato"
840;Rebild;40-49;2668;2022-11-14
846;Mariagerfjord;40-49;3310;2022-11-14
849;Jammerbugt;40-49;3109;2022-11-14
851;Aalborg;40-49;16635;2022-11-14
860;Hjørring;40-49;5113;2022-11-14
;;50-59;1823;2022-11-14
011;;50-59;519;2022-11-14
012;;50-59;10;2022-11-14
019;;50-59;112;2022-11-14
101;København;50-59;37311;2022-11-14
147;Frederiksberg;50-59;6944;2022-11-14
151;Ballerup;50-59;4003;2022-11-14
153;Brøndby;50-59;2717;2022-11-14
155;Dragør;50-59;1266;2022-11-14
157;Gentofte;50-59;6472;2022-11-14
159;Gladsaxe;50-59;5268;2022-11-14
161;Glostrup;50-59;1776;2022-11-14
163;Herlev;50-59;2274;2022-11-14
165;Albertslund;50-59;2193;2022-11-14
167;Hvidovre;50-59;4088;2022-11-14
169;Høje Tåstrup;50-59;3903;2022-11-14
173;Lyngby-Taarbæk;50-59;4278;2022-11-14
175;Rødovre;50-59;3092;2022-11-14
183;Ishøj;50-59;1817;2022-11-14
185;Tårnby;50-59;3484;2022-11-14
187;Vallensbæk;50-59;1197;2022-11-14
190;Furesø;50-59;3368;2022-11-14
201;Allerød;50-59;2283;2022-11-14
210;Fredensborg;50-59;3377;2022-11-14
217;Helsingør;50-59;5499;2022-11-14
219;Hillerød;50-59;4837;2022-11-14
223;Hørsholm;50-59;2126;2022-11-14
230;Rudersdal;50-59;4705;2022-11-14
240;Egedal;50-59;4015;2022-11-14
250;Frederikssund;50-59;4009;2022-11-14
253;Greve;50-59;4564;2022-11-14
259;Køge;50-59;5449;2022-11-14
260;Halsnæs;50-59;2454;2022-11-14
265;Roskilde;50-59;7580;2022-11-14
269;Solrød;50-59;2063;2022-11-14
270;Gribskov;50-59;3564;2022-11-14
306;Odsherred;50-59;2203;2022-11-14
316;Holbæk;50-59;5621;2022-11-14
320;Faxe;50-59;2961;2022-11-14
326;Kalundborg;50-59;3555;2022-11-14
329;Ringsted;50-59;2681;2022-11-14
330;Slagelse;50-59;5944;2022-11-14
336;Stevns;50-59;1942;2022-11-14
340;Sorø;50-59;2313;2022-11-14
350;Lejre;50-59;2344;2022-11-14
360;Lolland;50-59;2965;2022-11-14
370;Næstved;50-59;6661;2022-11-14
376;Guldborgsund;50-59;4689;2022-11-14
390;Vordingborg;50-59;3211;2022-11-14
400;Bornholm;50-59;3194;2022-11-14
410;Middelfart;50-59;3178;2022-11-14
420;Assens;50-59;2971;2022-11-14
430;Faaborg-Midtfyn;50-59;3961;2022-11-14
440;Kerteminde;50-59;2019;2022-11-14
450;Nyborg;50-59;2589;2022-11-14
461;Odense;50-59;13451;2022-11-14
479;Svendborg;50-59;4481;2022-11-14
480;Nordfyn;50-59;2319;2022-11-14
482;Langeland;50-59;874;2022-11-14
492;Ærø;50-59;466;2022-11-14
510;Haderslev;50-59;4175;2022-11-14
530;Billund;50-59;1937;2022-11-14
540;Sønderborg;50-59;5958;2022-11-14
550;Tønder;50-59;2680;2022-11-14
561;Esbjerg;50-59;8662;2022-11-14
563;Fanø;50-59;206;2022-11-14
573;Varde;50-59;3764;2022-11-14
575;Vejen;50-59;2960;2022-11-14
580;Aabenraa;50-59;4647;2022-11-14
607;Fredericia;50-59;3912;2022-11-14
615;Horsens;50-59;6762;2022-11-14
621;Kolding;50-59;7026;2022-11-14
630;Vejle;50-59;8747;2022-11-14
657;Herning;50-59;6970;2022-11-14
661;Holstebro;50-59;4485;2022-11-14
665;Lemvig;50-59;1641;2022-11-14
671;Struer;50-59;1683;2022-11-14
706;Syddjurs;50-59;3107;2022-11-14
707;Norddjurs;50-59;2779;2022-11-14
710;Favrskov;50-59;3628;2022-11-14
727;Odder;50-59;1847;2022-11-14
730;Randers;50-59;7684;2022-11-14
740;Silkeborg;50-59;7505;2022-11-14
741;Samsø;50-59;208;2022-11-14
746;Skanderborg;50-59;5004;2022-11-14
751;Århus;50-59;20235;2022-11-14
756;Ikast-Brande;50-59;3087;2022-11-14
760;Ringkøbing-Skjern;50-59;4091;2022-11-14
766;Hedensted;50-59;3887;2022-11-14
773;Morsø;50-59;1609;2022-11-14
779;Skive;50-59;3571;2022-11-14
787;Thisted;50-59;3425;2022-11-14
791;Viborg;50-59;7562;2022-11-14
810;Brønderslev;50-59;2915;2022-11-14
813;Frederikshavn;50-59;5113;2022-11-14
820;Vesthimmerland;50-59;2847;2022-11-14
825;Læsø;50-59;98;2022-11-14
840;Rebild;50-59;2348;2022-11-14
846;Mariagerfjord;50-59;3452;2022-11-14
849;Jammerbugt;50-59;2962;2022-11-14
851;Aalborg;50-59;14360;2022-11-14
860;Hjørring;50-59;5176;2022-11-14
957;;50-59;1;2022-11-14
961;;50-59;1;2022-11-14
;;60-69;856;2022-11-14
010;;60-69;1;2022-11-14
011;;60-69;120;2022-11-14
012;;60-69;2;2022-11-14
019;;60-69;32;2022-11-14
101;København;60-69;18870;2022-11-14
147;Frederiksberg;60-69;3831;2022-11-14
151;Ballerup;60-69;2197;2022-11-14
153;Brøndby;60-69;1895;2022-11-14
155;Dragør;60-69;815;2022-11-14
157;Gentofte;60-69;3701;2022-11-14
159;Gladsaxe;60-69;3077;2022-11-14
161;Glostrup;60-69;1034;2022-11-14
163;Herlev;60-69;1496;2022-11-14
165;Albertslund;60-69;1154;2022-11-14
167;Hvidovre;60-69;2555;2022-11-14
169;Høje Tåstrup;60-69;2282;2022-11-14
173;Lyngby-Taarbæk;60-69;2658;2022-11-14
175;Rødovre;60-69;2031;2022-11-14
183;Ishøj;60-69;996;2022-11-14
185;Tårnby;60-69;2144;2022-11-14
187;Vallensbæk;60-69;662;2022-11-14
190;Furesø;60-69;2028;2022-11-14
201;Allerød;60-69;1345;2022-11-14
210;Fredensborg;60-69;2181;2022-11-14
217;Helsingør;60-69;3351;2022-11-14
219;Hillerød;60-69;2813;2022-11-14
223;Hørsholm;60-69;1314;2022-11-14
230;Rudersdal;60-69;2848;2022-11-14
240;Egedal;60-69;1887;2022-11-14
250;Frederikssund;60-69;2404;2022-11-14
253;Greve;60-69;2475;2022-11-14
259;Køge;60-69;2741;2022-11-14
260;Halsnæs;60-69;1806;2022-11-14
265;Roskilde;60-69;4312;2022-11-14
269;Solrød;60-69;1139;2022-11-14
270;Gribskov;60-69;2465;2022-11-14
306;Odsherred;60-69;1759;2022-11-14
316;Holbæk;60-69;3621;2022-11-14
320;Faxe;60-69;1889;2022-11-14
326;Kalundborg;60-69;2471;2022-11-14
329;Ringsted;60-69;1557;2022-11-14
330;Slagelse;60-69;3765;2022-11-14
336;Stevns;60-69;1317;2022-11-14
340;Sorø;60-69;1539;2022-11-14
350;Lejre;60-69;1443;2022-11-14
360;Lolland;60-69;2584;2022-11-14
370;Næstved;60-69;4204;2022-11-14
376;Guldborgsund;60-69;3675;2022-11-14
390;Vordingborg;60-69;2586;2022-11-14
400;Bornholm;60-69;2836;2022-11-14
410;Middelfart;60-69;2120;2022-11-14
420;Assens;60-69;1881;2022-11-14
430;Faaborg-Midtfyn;60-69;2892;2022-11-14
440;Kerteminde;60-69;1241;2022-11-14
450;Nyborg;60-69;1842;2022-11-14
461;Odense;60-69;8688;2022-11-14
479;Svendborg;60-69;3706;2022-11-14
480;Nordfyn;60-69;1602;2022-11-14
482;Langeland;60-69;810;2022-11-14
492;Ærø;60-69;431;2022-11-14
510;Haderslev;60-69;3066;2022-11-14
530;Billund;60-69;1327;2022-11-14
540;Sønderborg;60-69;3940;2022-11-14
550;Tønder;60-69;2216;2022-11-14
561;Esbjerg;60-69;6157;2022-11-14
563;Fanø;60-69;218;2022-11-14
573;Varde;60-69;2684;2022-11-14
575;Vejen;60-69;2086;2022-11-14
580;Aabenraa;60-69;3364;2022-11-14
607;Fredericia;60-69;2541;2022-11-14
615;Horsens;60-69;4267;2022-11-14
621;Kolding;60-69;4428;2022-11-14
630;Vejle;60-69;5209;2022-11-14
657;Herning;60-69;4817;2022-11-14
661;Holstebro;60-69;3303;2022-11-14
665;Lemvig;60-69;1346;2022-11-14
671;Struer;60-69;1326;2022-11-14
706;Syddjurs;60-69;2300;2022-11-14
707;Norddjurs;60-69;1957;2022-11-14
710;Favrskov;60-69;2167;2022-11-14
727;Odder;60-69;1284;2022-11-14
730;Randers;60-69;4779;2022-11-14
740;Silkeborg;60-69;5072;2022-11-14
741;Samsø;60-69;213;2022-11-14
746;Skanderborg;60-69;3115;2022-11-14
751;Århus;60-69;13797;2022-11-14
756;Ikast-Brande;60-69;2183;2022-11-14
760;Ringkøbing-Skjern;60-69;3081;2022-11-14
766;Hedensted;60-69;2523;2022-11-14
773;Morsø;60-69;1338;2022-11-14
779;Skive;60-69;2772;2022-11-14
787;Thisted;60-69;2770;2022-11-14
791;Viborg;60-69;5451;2022-11-14
810;Brønderslev;60-69;2070;2022-11-14
813;Frederikshavn;60-69;4066;2022-11-14
820;Vesthimmerland;60-69;2195;2022-11-14
825;Læsø;60-69;85;2022-11-14
840;Rebild;60-69;1580;2022-11-14
846;Mariagerfjord;60-69;2605;2022-11-14
849;Jammerbugt;60-69;2182;2022-11-14
851;Aalborg;60-69;9462;2022-11-14
860;Hjørring;60-69;4195;2022-11-14
;;70-79;334;2022-11-14
011;;70-79;19;2022-11-14
019;;70-79;5;2022-11-14
101;København;70-79;9996;2022-11-14
147;Frederiksberg;70-79;2801;2022-11-14
151;Ballerup;70-79;1392;2022-11-14
153;Brøndby;70-79;1047;2022-11-14
155;Dragør;70-79;600;2022-11-14
157;Gentofte;70-79;2553;2022-11-14
159;Gladsaxe;70-79;1623;2022-11-14
161;Glostrup;70-79;682;2022-11-14
163;Herlev;70-79;796;2022-11-14
165;Albertslund;70-79;836;2022-11-14
167;Hvidovre;70-79;1506;2022-11-14
169;Høje Tåstrup;70-79;1468;2022-11-14
173;Lyngby-Taarbæk;70-79;1524;2022-11-14
175;Rødovre;70-79;1053;2022-11-14
183;Ishøj;70-79;710;2022-11-14
185;Tårnby;70-79;1204;2022-11-14
187;Vallensbæk;70-79;598;2022-11-14
190;Furesø;70-79;1321;2022-11-14
201;Allerød;70-79;951;2022-11-14
210;Fredensborg;70-79;1617;2022-11-14
217;Helsingør;70-79;2241;2022-11-14
219;Hillerød;70-79;1746;2022-11-14
223;Hørsholm;70-79;1149;2022-11-14
230;Rudersdal;70-79;1949;2022-11-14
240;Egedal;70-79;1380;2022-11-14
250;Frederikssund;70-79;1594;2022-11-14
253;Greve;70-79;1847;2022-11-14
259;Køge;70-79;2052;2022-11-14
260;Halsnæs;70-79;1175;2022-11-14
265;Roskilde;70-79;2762;2022-11-14
269;Solrød;70-79;875;2022-11-14
270;Gribskov;70-79;1671;2022-11-14
306;Odsherred;70-79;1155;2022-11-14
316;Holbæk;70-79;2256;2022-11-14
320;Faxe;70-79;1134;2022-11-14
326;Kalundborg;70-79;1543;2022-11-14
329;Ringsted;70-79;942;2022-11-14
330;Slagelse;70-79;2450;2022-11-14
336;Stevns;70-79;819;2022-11-14
340;Sorø;70-79;866;2022-11-14
350;Lejre;70-79;984;2022-11-14
360;Lolland;70-79;1809;2022-11-14
370;Næstved;70-79;2729;2022-11-14
376;Guldborgsund;70-79;2661;2022-11-14
390;Vordingborg;70-79;1684;2022-11-14
400;Bornholm;70-79;1943;2022-11-14
410;Middelfart;70-79;1362;2022-11-14
420;Assens;70-79;1245;2022-11-14
430;Faaborg-Midtfyn;70-79;1812;2022-11-14
440;Kerteminde;70-79;873;2022-11-14
450;Nyborg;70-79;1242;2022-11-14
461;Odense;70-79;5759;2022-11-14
479;Svendborg;70-79;2299;2022-11-14
480;Nordfyn;70-79;1019;2022-11-14
482;Langeland;70-79;588;2022-11-14
492;Ærø;70-79;346;2022-11-14
510;Haderslev;70-79;1849;2022-11-14
530;Billund;70-79;865;2022-11-14
540;Sønderborg;70-79;2629;2022-11-14
550;Tønder;70-79;1318;2022-11-14
561;Esbjerg;70-79;3864;2022-11-14
563;Fanø;70-79;199;2022-11-14
573;Varde;70-79;1660;2022-11-14
575;Vejen;70-79;1259;2022-11-14
580;Aabenraa;70-79;2314;2022-11-14
607;Fredericia;70-79;1727;2022-11-14
615;Horsens;70-79;2707;2022-11-14
621;Kolding;70-79;2855;2022-11-14
630;Vejle;70-79;3409;2022-11-14
657;Herning;70-79;3009;2022-11-14
661;Holstebro;70-79;2233;2022-11-14
665;Lemvig;70-79;882;2022-11-14
671;Struer;70-79;923;2022-11-14
706;Syddjurs;70-79;1383;2022-11-14
707;Norddjurs;70-79;1211;2022-11-14
710;Favrskov;70-79;1408;2022-11-14
727;Odder;70-79;811;2022-11-14
730;Randers;70-79;3134;2022-11-14
740;Silkeborg;70-79;3247;2022-11-14
741;Samsø;70-79;115;2022-11-14
746;Skanderborg;70-79;1939;2022-11-14
751;Århus;70-79;7833;2022-11-14
756;Ikast-Brande;70-79;1452;2022-11-14
760;Ringkøbing-Skjern;70-79;1989;2022-11-14
766;Hedensted;70-79;1544;2022-11-14
773;Morsø;70-79;907;2022-11-14
779;Skive;70-79;1636;2022-11-14
787;Thisted;70-79;1877;2022-11-14
791;Viborg;70-79;3336;2022-11-14
810;Brønderslev;70-79;1410;2022-11-14
813;Frederikshavn;70-79;2722;2022-11-14
820;Vesthimmerland;70-79;1483;2022-11-14
825;Læsø;70-79;66;2022-11-14
840;Rebild;70-79;968;2022-11-14
846;Mariagerfjord;70-79;1556;2022-11-14
849;Jammerbugt;70-79;1537;2022-11-14
851;Aalborg;70-79;6480;2022-11-14
860;Hjørring;70-79;2700;2022-11-14
961;;70-79;1;2022-11-14
;;80-89;113;2022-11-14
011;;80-89;5;2022-11-14
101;København;80-89;3337;2022-11-14
147;Frederiksberg;80-89;1170;2022-11-14
151;Ballerup;80-89;733;2022-11-14
153;Brøndby;80-89;442;2022-11-14
155;Dragør;80-89;227;2022-11-14
157;Gentofte;80-89;966;2022-11-14
159;Gladsaxe;80-89;666;2022-11-14
161;Glostrup;80-89;303;2022-11-14
163;Herlev;80-89;382;2022-11-14
165;Albertslund;80-89;293;2022-11-14
167;Hvidovre;80-89;605;2022-11-14
169;Høje Tåstrup;80-89;507;2022-11-14
173;Lyngby-Taarbæk;80-89;590;2022-11-14
175;Rødovre;80-89;422;2022-11-14
183;Ishøj;80-89;222;2022-11-14
185;Tårnby;80-89;463;2022-11-14
187;Vallensbæk;80-89;206;2022-11-14
190;Furesø;80-89;545;2022-11-14
201;Allerød;80-89;390;2022-11-14
210;Fredensborg;80-89;553;2022-11-14
217;Helsingør;80-89;803;2022-11-14
219;Hillerød;80-89;634;2022-11-14
223;Hørsholm;80-89;469;2022-11-14
230;Rudersdal;80-89;925;2022-11-14
240;Egedal;80-89;450;2022-11-14
250;Frederikssund;80-89;553;2022-11-14
253;Greve;80-89;588;2022-11-14
259;Køge;80-89;567;2022-11-14
260;Halsnæs;80-89;370;2022-11-14
265;Roskilde;80-89;992;2022-11-14
269;Solrød;80-89;223;2022-11-14
270;Gribskov;80-89;557;2022-11-14
306;Odsherred;80-89;352;2022-11-14
316;Holbæk;80-89;687;2022-11-14
320;Faxe;80-89;377;2022-11-14
326;Kalundborg;80-89;518;2022-11-14
329;Ringsted;80-89;320;2022-11-14
330;Slagelse;80-89;888;2022-11-14
336;Stevns;80-89;284;2022-11-14
340;Sorø;80-89;299;2022-11-14
350;Lejre;80-89;275;2022-11-14
360;Lolland;80-89;663;2022-11-14
370;Næstved;80-89;943;2022-11-14
376;Guldborgsund;80-89;924;2022-11-14
390;Vordingborg;80-89;556;2022-11-14
400;Bornholm;80-89;701;2022-11-14
410;Middelfart;80-89;434;2022-11-14
420;Assens;80-89;455;2022-11-14
430;Faaborg-Midtfyn;80-89;619;2022-11-14
440;Kerteminde;80-89;340;2022-11-14
450;Nyborg;80-89;442;2022-11-14
461;Odense;80-89;1953;2022-11-14
479;Svendborg;80-89;804;2022-11-14
480;Nordfyn;80-89;359;2022-11-14
482;Langeland;80-89;179;2022-11-14
492;Ærø;80-89;130;2022-11-14
510;Haderslev;80-89;686;2022-11-14
530;Billund;80-89;304;2022-11-14
540;Sønderborg;80-89;1069;2022-11-14
550;Tønder;80-89;438;2022-11-14
561;Esbjerg;80-89;1337;2022-11-14
563;Fanø;80-89;40;2022-11-14
573;Varde;80-89;643;2022-11-14
575;Vejen;80-89;535;2022-11-14
580;Aabenraa;80-89;823;2022-11-14
607;Fredericia;80-89;629;2022-11-14
615;Horsens;80-89;825;2022-11-14
621;Kolding;80-89;1003;2022-11-14
630;Vejle;80-89;1080;2022-11-14
657;Herning;80-89;1052;2022-11-14
661;Holstebro;80-89;738;2022-11-14
665;Lemvig;80-89;320;2022-11-14
671;Struer;80-89;283;2022-11-14
706;Syddjurs;80-89;433;2022-11-14
707;Norddjurs;80-89;383;2022-11-14
710;Favrskov;80-89;377;2022-11-14
727;Odder;80-89;276;2022-11-14
730;Randers;80-89;1071;2022-11-14
740;Silkeborg;80-89;969;2022-11-14
741;Samsø;80-89;36;2022-11-14
746;Skanderborg;80-89;557;2022-11-14
751;Århus;80-89;2585;2022-11-14
756;Ikast-Brande;80-89;441;2022-11-14
760;Ringkøbing-Skjern;80-89;724;2022-11-14
766;Hedensted;80-89;461;2022-11-14
773;Morsø;80-89;348;2022-11-14
779;Skive;80-89;613;2022-11-14
787;Thisted;80-89;652;2022-11-14
791;Viborg;80-89;1109;2022-11-14
810;Brønderslev;80-89;521;2022-11-14
813;Frederikshavn;80-89;934;2022-11-14
820;Vesthimmerland;80-89;565;2022-11-14
825;Læsø;80-89;14;2022-11-14
840;Rebild;80-89;317;2022-11-14
846;Mariagerfjord;80-89;553;2022-11-14
849;Jammerbugt;80-89;515;2022-11-14
851;Aalborg;80-89;2325;2022-11-14
860;Hjørring;80-89;983;2022-11-14
;;90+;39;2022-11-14
101;København;90+;1069;2022-11-14
147;Frederiksberg;90+;381;2022-11-14
151;Ballerup;90+;97;2022-11-14
153;Brøndby;90+;96;2022-11-14
155;Dragør;90+;59;2022-11-14
157;Gentofte;90+;290;2022-11-14
159;Gladsaxe;90+;225;2022-11-14
161;Glostrup;90+;81;2022-11-14
163;Herlev;90+;116;2022-11-14
165;Albertslund;90+;31;2022-11-14
167;Hvidovre;90+;173;2022-11-14
169;Høje Tåstrup;90+;95;2022-11-14
173;Lyngby-Taarbæk;90+;274;2022-11-14
175;Rødovre;90+;121;2022-11-14
183;Ishøj;90+;22;2022-11-14
185;Tårnby;90+;137;2022-11-14
187;Vallensbæk;90+;28;2022-11-14
190;Furesø;90+;129;2022-11-14
201;Allerød;90+;89;2022-11-14
210;Fredensborg;90+;99;2022-11-14
217;Helsingør;90+;159;2022-11-14
219;Hillerød;90+;108;2022-11-14
223;Hørsholm;90+;134;2022-11-14
230;Rudersdal;90+;287;2022-11-14
240;Egedal;90+;61;2022-11-14
250;Frederikssund;90+;76;2022-11-14
253;Greve;90+;63;2022-11-14
259;Køge;90+;90;2022-11-14
260;Halsnæs;90+;62;2022-11-14
265;Roskilde;90+;184;2022-11-14
269;Solrød;90+;43;2022-11-14
270;Gribskov;90+;112;2022-11-14
306;Odsherred;90+;63;2022-11-14
316;Holbæk;90+;151;2022-11-14
320;Faxe;90+;87;2022-11-14
326;Kalundborg;90+;95;2022-11-14
329;Ringsted;90+;66;2022-11-14
330;Slagelse;90+;183;2022-11-14
336;Stevns;90+;47;2022-11-14
340;Sorø;90+;62;2022-11-14
350;Lejre;90+;59;2022-11-14
360;Lolland;90+;150;2022-11-14
370;Næstved;90+;196;2022-11-14
376;Guldborgsund;90+;200;2022-11-14
390;Vordingborg;90+;116;2022-11-14
400;Bornholm;90+;135;2022-11-14
410;Middelfart;90+;82;2022-11-14
420;Assens;90+;114;2022-11-14
430;Faaborg-Midtfyn;90+;135;2022-11-14
440;Kerteminde;90+;75;2022-11-14
450;Nyborg;90+;80;2022-11-14
461;Odense;90+;357;2022-11-14
479;Svendborg;90+;188;2022-11-14
480;Nordfyn;90+;74;2022-11-14
482;Langeland;90+;57;2022-11-14
492;Ærø;90+;28;2022-11-14
510;Haderslev;90+;129;2022-11-14
530;Billund;90+;73;2022-11-14
540;Sønderborg;90+;211;2022-11-14
550;Tønder;90+;96;2022-11-14
561;Esbjerg;90+;243;2022-11-14
563;Fanø;90+;5;2022-11-14
573;Varde;90+;164;2022-11-14
575;Vejen;90+;114;2022-11-14
580;Aabenraa;90+;161;2022-11-14
607;Fredericia;90+;107;2022-11-14
615;Horsens;90+;168;2022-11-14
621;Kolding;90+;148;2022-11-14
630;Vejle;90+;233;2022-11-14
657;Herning;90+;226;2022-11-14
661;Holstebro;90+;126;2022-11-14
665;Lemvig;90+;60;2022-11-14
671;Struer;90+;55;2022-11-14
706;Syddjurs;90+;92;2022-11-14
707;Norddjurs;90+;83;2022-11-14
710;Favrskov;90+;81;2022-11-14
727;Odder;90+;54;2022-11-14
730;Randers;90+;235;2022-11-14
740;Silkeborg;90+;193;2022-11-14
741;Samsø;90+;13;2022-11-14
746;Skanderborg;90+;101;2022-11-14
751;Århus;90+;552;2022-11-14
756;Ikast-Brande;90+;103;2022-11-14
760;Ringkøbing-Skjern;90+;140;2022-11-14
766;Hedensted;90+;122;2022-11-14
773;Morsø;90+;78;2022-11-14
779;Skive;90+;139;2022-11-14
787;Thisted;90+;149;2022-11-14
791;Viborg;90+;222;2022-11-14
810;Brønderslev;90+;96;2022-11-14
813;Frederikshavn;90+;139;2022-11-14
820;Vesthimmerland;90+;117;2022-11-14
825;Læsø;90+;5;2022-11-14
840;Rebild;90+;73;2022-11-14
846;Mariagerfjord;90+;111;2022-11-14
849;Jammerbugt;90+;84;2022-11-14
851;Aalborg;90+;503;2022-11-14
860;Hjørring;90+;195;2022-11-14
